posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
10/26/2020,biden,"I say this all the time, that I’m a lucky guy to have been married to Jill for the last 43 years. And I feel especially lucky the days she breaks out the Italian recipes her family has passed down. Dr. Jill Biden’s chicken parmesan is a dinner we always look forward to in the Biden house.",,"8,684",943,"2,500",video,Jill Biden narrates her recipe,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"Jenni is right. The fact is, even some families with employer health insurance still pay on average more than $4,500 out of pocket for childbirth and maternity care in America. Starting a family is such an important milestone, and it’s not one that should be overshadowed by the burden of bills.",,"9,364","1,321","2,700",video,woman explaining her struggles,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"Folks, this is it. Only 8 days to go until Election Day. Kamala and I need your support to get us through to the finish line. Can we count on you?",,"10,219",368,"34,000",link to campaign website,photo biden and harris,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"Protecting seniors starts with giving them the dignity and respect they deserve. I’ve put together a comprehensive plan that works to help Americans pay for their prescriptions and gain access to quality, affordable long-term care. Learn more: joebiden.com/older-americans",,"7,681","1,417","3,400",video,Biden's plan for seniors,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"No president whose lies and failures have cost 225,000 American lives should keep his job. Period.",,"105,617","6,700","15,000",post,"no pictures, just post",11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"I give you my word: If I am elected President, I will marshal the ingenuity and good will of this nation to turn division into unity and bring us together. We can disagree about how to move forward, but we must take the first step. And it starts with how we treat one another, how we talk to one another, how we respect one another.",,"23,392","1,896","5,700",video,clip of 2nd presidential debate,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"Maryland, now is your chance to vote early! Head to iwillvote.com/md to find your polling location.",,"21,669","1,189","6,200",link to campaign website,Photo with vote early sign,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,Do you want another four years of this?,,"14,512","2,960","6,700",video,campaign ad,11:00 AM,10/28/2020,,,,en,
10/26/2020,biden,"The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters.
Just a few days after Election Day next week, the Supreme Court will hear the case on the Affordable Care Act. While panicked and erratic in mishandling the pandemic, Donald Trump has been crystal clear on one thing — for the past four years, and again just last night on 60 Minutes — he wants to tear down the Affordable Care Act in its entirety and take away your health care and protections for pre-existing conditions.
This goal — the goal of the Republican Party for ten years — was a litmus test in selecting this nominee, regardless of the damage done to the U.S. Senate, to Americans’ faith in the legitimacy of the Supreme Court, and to our democracy, and regardless of how the Affordable Care Act has protected hundreds of millions of people before and during the pandemic.
But we will not give up. If you want to protect your health care, if you want your voice to be heard in Washington, if you want to say no, this abuse of power doesn’t represent you — then turn out and vote.
Vote for a president, for Members of Congress, and candidates up and down the ticket who actually have a plan for health care, and who will build on the Affordable Care Act to expand coverage, bring down costs, and give you more choices.
Vote to protect the fundamental idea that health care is a right, not a privilege.
And vote for the legacy of the late Justice Ruth Bader Ginsburg. She was proof that courage, conviction, and moral clarity can change not just the law, but also the world. Let us continue to be voices for justice in her name.
Vote.
",,"108,808","14,645","22,000",post,"no pictures, just post",11:00 AM,10/28/2020,,,,en,
10/27/2020,biden,"In-person early voting has kicked off in Wisconsin, Jill and I want to remind everyone to make a plan to vote and, if you can, vote early. You can be one of the first to move our country forward.
This election is bigger than any one candidate. The future of our economy, our health care, our climate, our commitment to racial justice, our democracy, and so much more is on the ballot. Together, we can beat President Trump and restore the soul of our nation.
Wisconsinites, visit www.iwillvote.com/WI for more information about how to cast your ballot.",,"3,555",498,"1,600",video,infographic with voting data comparing 2016 and 2020 early vote in WI,9:45 AM,10/29/2020,,,,en,
